セット,英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　DragonsofTarkir,　AmbuscadeShaman,待ち伏せの巫師（まちぶせのふし）,　2,2,　アンコモン,　クリーチャー,　２黒,待ち伏せの巫師か他のクリーチャー１体があなたのコントロール下で戦場に出るたび、ターン終了時までそのクリーチャーは+2/+2の修整を受ける。疾駆(３)(黒)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　DragonsofTarkir,　Blood-ChinFanatic,血顎の狂信者（ちあごのきょうしんしゃ）,　3,3,　レア,　クリーチャー,　１黒黒,(１)(黒) 他の戦士(Warrior)クリーチャーを１体生け贄に捧げる：プレイヤー１人を対象とする。そのプレイヤーはＸ点のライフを失い、あなたはＸ点のライフを得る。Ｘは、その生け贄に捧げられたクリーチャーのパワーである。
　DragonsofTarkir,　Blood-ChinRager,血顎の憤怒鬼（ちあごのふんぬき）,　2,2,　アンコモン,　クリーチャー,　１黒,血顎の憤怒鬼が攻撃するたび、ターン終了時まで、あなたがコントロールする各戦士(Warrior)クリーチャーは威迫を得る。（それらは２体以上のクリーチャーによってしかブロックされない。）
　DragonsofTarkir,　Butcher'sGlee,解体者の歓び（かいたいしゃのよろこび）,　2,2,　コモン,　インスタント,　２黒,クリーチャー１体を対象とする。ターン終了時まで、それは+3/+0の修整を受けるとともに絆魂を得る。それを再生する。（絆魂を持つクリーチャーがダメージを与えると、さらにそのコントローラーはその点数分のライフを得る。）
　DragonsofTarkir,　CoatwithVenom,毒塗り（どくぬり）,　2,2,　コモン,　インスタント,　黒,クリーチャー１体を対象とする。ターン終了時まで、それは+1/+2の修整を受けるとともに接死を得る。（それが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　DragonsofTarkir,　Corpseweft,死体結い（したいゆい）,　2,2,　レア,　エンチャント,　２黒,(１)(黒) あなたの墓地にあるクリーチャー・カードを１枚以上追放する：黒のX/Xのゾンビ(Zombie)・ホラー(Horror)・クリーチャー・トークンを１体、タップ状態で戦場に出す。Ｘはこれにより追放されたカードの枚数の２倍である。
　DragonsofTarkir,　DamnablePact,禍々しい協定（まがまがしいきょうてい）,　2,2,　レア,　ソーサリー,　Ｘ黒黒,プレイヤー１人を対象とする。そのプレイヤーはカードをＸ枚引き、Ｘ点のライフを失う。
　DragonsofTarkir,　DeadlyWanderings,命取りの放浪（いのちとりのほうろう）,　2,2,　アンコモン,　エンチャント,　３黒黒,あなたがコントロールするクリーチャーがちょうど１体であるかぎり、そのクリーチャーは+2/+0の修整を受けるとともに接死と絆魂を持つ。
　DragonsofTarkir,　DeathWind,死の風（しのかぜ）,　2,2,　アンコモン,　インスタント,　Ｘ黒,クリーチャー１体を対象とする。ターン終了時まで、それは-X/-Xの修整を受ける。
　DragonsofTarkir,　DeathbringerRegent,死致の執政（しちのしっせい）,　5,6,　レア,　クリーチャー,　５黒黒,飛行死致の執政が戦場に出たとき、あなたがこれを手札から唱えていて、戦場に他に５体以上のクリーチャーがあった場合、他のすべてのクリーチャーを破壊する。
　DragonsofTarkir,　Defeat,押し倒し（おしたおし）,　5,6,　コモン,　ソーサリー,　１黒,パワーが２以下のクリーチャー１体を対象とし、それを破壊する。
　DragonsofTarkir,　Duress,強迫（きょうはく）,　5,6,　コモン,　ソーサリー,　黒,対戦相手１人を対象とする。そのプレイヤーは、自分の手札を公開する。あなたはその中からクリーチャーでも土地でもないカードを１枚選ぶ。そのプレイヤーは、そのカードを捨てる。
　DragonsofTarkir,　DutifulAttendant,忠信な従者（ちゅうしんなじゅうしゃ）,　1,2,　コモン,　クリーチャー,　２黒,忠信な従者が死亡したとき、あなたの墓地にある他のクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。
　DragonsofTarkir,　Flatten,押し拉ぎ（おしひしぎ）,　1,2,　コモン,　インスタント,　３黒,クリーチャー１体を対象とする。ターン終了時まで、それは-4/-4の修整を受ける。
　DragonsofTarkir,　FoulRenewal,邪悪な復活（じゃあくなふっかつ）,　1,2,　レア,　インスタント,　３黒,あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。クリーチャー１体を対象とする。ターン終了時まで、それは-X/-Xの修整を受ける。Ｘは、これによりあなたの手札に戻したカードのタフネスである。
　DragonsofTarkir,　Foul-TongueInvocation,忌呪の発動（きじゅのはつどう）,　1,2,　アンコモン,　インスタント,　２黒,忌呪の発動を唱えるための追加コストとして、あなたの手札にあるドラゴン(Dragon)・カードを１枚公開してもよい。プレイヤー１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。あなたが忌呪の発動を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、あなたは４点のライフを得る。
　DragonsofTarkir,　Foul-TongueShriek,忌呪の金切り声（きじゅのかなきりごえ）,　1,2,　コモン,　インスタント,　黒,対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールする攻撃クリーチャー１体につき１点のライフを失う。あなたはその点数に等しい点数のライフを得る。
　DragonsofTarkir,　Gravepurge,墓所粛正（ぼしょしゅくせい）,　1,2,　コモン,　インスタント,　２黒,あなたの墓地にあるクリーチャー・カードを望む枚数だけ対象とし、それらをあなたのライブラリーの一番上に置く。カードを１枚引く。
　DragonsofTarkir,　HandofSilumgar,シルムガルの手の者（しるむがるのてのもの）,　2,1,　コモン,　クリーチャー,　１黒,接死（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　DragonsofTarkir,　Hedonist'sTrove,享楽者の宝物庫（きょうらくしゃのほうもつこ）,　2,1,　レア,　エンチャント,　５黒黒,享楽者の宝物庫が戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーの墓地にあるすべてのカードを追放する。あなたは享楽者の宝物庫により追放された土地カードをプレイしてもよい。あなたは享楽者の宝物庫により追放された土地でないカードを唱えてもよい。あなたは毎ターン、この方法では１つしか呪文を唱えられない。
　DragonsofTarkir,　KolaghanSkirmisher,コラガンの散兵（こらがんのさんぺい）,　2,2,　コモン,　クリーチャー,　１黒,疾駆(２)(黒)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
