英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　SwarmSurge,大群の殺到（たいぐんのさっとう）,　4,3,　コモン,　ソーサリー,　２黒,欠色（このカードは無色である。）ターン終了時まで、あなたがコントロールするクリーチャーは+2/+0の修整を受ける。ターン終了時まで、あなたがコントロールする無色のクリーチャーはさらに先制攻撃を得る。
　TransgresstheMind,精神背信（せいしんはいしん）,　4,3,　アンコモン,　ソーサリー,　１黒,欠色（このカードは無色である。）プレイヤー１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中から点数で見たマナ・コストが３以上のカードを１枚選び、そのカードを追放する。
　WastelandStrangler,不毛の地の絞殺者（ふもうのちのこうさつしゃ）,　3,2,　レア,　クリーチャー,　２黒,欠色（このカードは無色である。）不毛の地の絞殺者が戦場に出たとき、クリーチャー１体を対象とする。あなたは追放領域から対戦相手がオーナーであるカードを１枚そのプレイヤーの墓地に置いてもよい。そうしたなら、ターン終了時まで、そのクリーチャーは-3/-3の修整を受ける。
　Altar'sReap,祭壇の刈り取り（さいだんのかりとり）,　3,2,　コモン,　インスタント,　１黒,祭壇の刈り取りを唱えるための追加コストとして、クリーチャーを１体生け贄に捧げる。カードを２枚引く。
　BloodbondVampire,血の絆の吸血鬼（ちのきずなのきゅうけつき）,　3,3,　アンコモン,　クリーチャー,　２黒黒,あなたがライフを得るたび、血の絆の吸血鬼の上に+1/+1カウンターを１個置く。
　BoneSplinters,骨の粉砕（ほねのふんさい）,　3,3,　コモン,　ソーサリー,　黒,骨の粉砕を唱えるための追加コストとして、クリーチャーを１体生け贄に捧げる。クリーチャー１体を対象とし、それを破壊する。
　CarrierThrall,捕らわれの宿主（とらわれのしょくしゅ）,　2,1,　アンコモン,　クリーチャー,　１黒,捕らわれの宿主が死亡したとき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　DefiantBloodlord,果敢な血王（かかんなけつおう）,　4,5,　レア,　クリーチャー,　５黒黒,飛行あなたがライフを得るたび、対戦相手１人を対象とする。そのプレイヤーはその点数に等しい点数のライフを失う。
　Demon'sGrasp,悪魔の掌握（あくまのしょうあく）,　4,5,　コモン,　ソーサリー,　４黒,クリーチャー１体を対象とする。ターン終了時まで、それは-5/-5の修整を受ける。
　Drana LiberatorofMalakir,マラキールの解放者、ドラーナ（まらきーるのかいほうしゃどらーな）,　2,3,　神話レア,　伝説のクリーチャー,　１黒黒,飛行、先制攻撃マラキールの解放者、ドラーナがプレイヤー１人に戦闘ダメージを与えるたび、あなたがコントロールする各攻撃クリーチャーの上に、+1/+1カウンターをそれぞれ１個置く。
　DutifulReturn,従順な復活（じゅうじゅんなふっかつ）,　2,3,　コモン,　ソーサリー,　３黒,あなたの墓地にあるクリーチャー・カードを最大２枚まで対象とし、それらをあなたの手札に戻す。
　GeyserfieldStalker,間欠泉の忍び寄り（かんけつせんのしのびより）,　3,2,　コモン,　クリーチャー,　４黒,威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、間欠泉の忍び寄りは+2/+2の修整を受ける。
　GuulDrazOverseer,グール・ドラズの監視者（ぐーるどらずのかんししゃ）,　3,4,　レア,　クリーチャー,　４黒黒,飛行上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールする他のクリーチャーは+1/+0の修整を受ける。その土地が沼(Swamp)であるなら、代わりに、ターン終了時までそれらのクリーチャーは+2/+0の修整を受ける。
　HagraSharpshooter,ハグラの名射手（はぐらのめいしゃしゅ）,　2,2,　アンコモン,　クリーチャー,　２黒,(４)(黒)：クリーチャー１体を対象とする。ターン終了時まで、それは-1/-1の修整を受ける。
　KalastriaHealer,カラストリアの癒し手（からすとりあのいやして）,　1,2,　コモン,　クリーチャー,　１黒,結集―カラストリアの癒し手か他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、各対戦相手はそれぞれ１点のライフを失い、あなたは１点のライフを得る。
　KalastriaNightwatch,カラストリアの夜警（からすとりあのやけい）,　4,5,　コモン,　クリーチャー,　４黒,あなたがライフを得るたび、ターン終了時まで、カラストリアの夜警は飛行を得る。
　MalakirFamiliar,マラキールの使い魔（まらきーるのつかいま）,　2,1,　アンコモン,　クリーチャー,　２黒,飛行、接死あなたがライフを得るたび、ターン終了時まで、マラキールの使い魔は+1/+1の修整を受ける。
　Mire'sMalice,ぬかるみの敵意（ぬかるみのてきい）,　2,1,　コモン,　ソーサリー,　３黒,対戦相手１人を対象とする。そのプレイヤーはカードを２枚捨てる。覚醒３―(５)(黒)（この呪文を(５)(黒)で唱えたなら、加えて、あなたがコントロールする土地１つを対象とする。それの上に+1/+1カウンターを３個置く。それは速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。）
　NirkanaAssassin,ニルカーナの暗殺者（にるかーなのあんさつしゃ）,　2,3,　コモン,　クリーチャー,　２黒,あなたがライフを得るたび、ターン終了時まで、ニルカーナの暗殺者は接死を得る。（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　ObNixilisReignited,灯の再覚醒、オブ・ニクシリス（ひのさいかくせいおぶにくしりす）,　2,3,　神話レア,　プレインズウォーカー,　３黒黒,[+1]：あなたはカードを１枚引き、１点のライフを失う。[-3]：クリーチャー１体を対象とし、それを破壊する。[-8]：対戦相手１人を対象とする。そのプレイヤーは「プレイヤー１人がカードを１枚引くたび、あなたは２点のライフを失う。」を持つ紋章を得る。　忠誠度：5
　PainfulTruths,苦い真理（にがいしんり）,　2,3,　レア,　ソーサリー,　２黒,収斂―あなたはカードをＸ枚引き、Ｘ点のライフを失う。Ｘは、苦い真理を唱えるために支払われたマナの色の総数に等しい。
