英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　Corpseweft,死体結い（したいゆい）,　2,2,　レア,　エンチャント,　２黒,(１)(黒) あなたの墓地にあるクリーチャー・カードを１枚以上追放する：黒のX/Xのゾンビ(Zombie)・ホラー(Horror)・クリーチャー・トークンを１体、タップ状態で戦場に出す。Ｘはこれにより追放されたカードの枚数の２倍である。
　DamnablePact,禍々しい協定（まがまがしいきょうてい）,　2,2,　レア,　ソーサリー,　Ｘ黒黒,プレイヤー１人を対象とする。そのプレイヤーはカードをＸ枚引き、Ｘ点のライフを失う。
　DeadlyWanderings,命取りの放浪（いのちとりのほうろう）,　2,2,　アンコモン,　エンチャント,　３黒黒,あなたがコントロールするクリーチャーがちょうど１体であるかぎり、そのクリーチャーは+2/+0の修整を受けるとともに接死と絆魂を持つ。
　DeathWind,死の風（しのかぜ）,　2,2,　アンコモン,　インスタント,　Ｘ黒,クリーチャー１体を対象とする。ターン終了時まで、それは-X/-Xの修整を受ける。
　DeathbringerRegent,死致の執政（しちのしっせい）,　5,6,　レア,　クリーチャー,　５黒黒,飛行死致の執政が戦場に出たとき、あなたがこれを手札から唱えていて、戦場に他に５体以上のクリーチャーがあった場合、他のすべてのクリーチャーを破壊する。
　Defeat,押し倒し（おしたおし）,　5,6,　コモン,　ソーサリー,　１黒,パワーが２以下のクリーチャー１体を対象とし、それを破壊する。
　Duress,強迫（きょうはく）,　5,6,　コモン,　ソーサリー,　黒,対戦相手１人を対象とする。そのプレイヤーは、自分の手札を公開する。あなたはその中からクリーチャーでも土地でもないカードを１枚選ぶ。そのプレイヤーは、そのカードを捨てる。
　DutifulAttendant,忠信な従者（ちゅうしんなじゅうしゃ）,　1,2,　コモン,　クリーチャー,　２黒,忠信な従者が死亡したとき、あなたの墓地にある他のクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。
　Flatten,押し拉ぎ（おしひしぎ）,　1,2,　コモン,　インスタント,　３黒,クリーチャー１体を対象とする。ターン終了時まで、それは-4/-4の修整を受ける。
　FoulRenewal,邪悪な復活（じゃあくなふっかつ）,　1,2,　レア,　インスタント,　３黒,あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。クリーチャー１体を対象とする。ターン終了時まで、それは-X/-Xの修整を受ける。Ｘは、これによりあなたの手札に戻したカードのタフネスである。
　Foul-TongueInvocation,忌呪の発動（きじゅのはつどう）,　1,2,　アンコモン,　インスタント,　２黒,忌呪の発動を唱えるための追加コストとして、あなたの手札にあるドラゴン(Dragon)・カードを１枚公開してもよい。プレイヤー１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。あなたが忌呪の発動を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、あなたは４点のライフを得る。
　Foul-TongueShriek,忌呪の金切り声（きじゅのかなきりごえ）,　1,2,　コモン,　インスタント,　黒,対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールする攻撃クリーチャー１体につき１点のライフを失う。あなたはその点数に等しい点数のライフを得る。
　Gravepurge,墓所粛正（ぼしょしゅくせい）,　1,2,　コモン,　インスタント,　２黒,あなたの墓地にあるクリーチャー・カードを望む枚数だけ対象とし、それらをあなたのライブラリーの一番上に置く。カードを１枚引く。
　HandofSilumgar,シルムガルの手の者（しるむがるのてのもの）,　2,1,　コモン,　クリーチャー,　１黒,接死（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　Hedonist'sTrove,享楽者の宝物庫（きょうらくしゃのほうもつこ）,　2,1,　レア,　エンチャント,　５黒黒,享楽者の宝物庫が戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーの墓地にあるすべてのカードを追放する。あなたは享楽者の宝物庫により追放された土地カードをプレイしてもよい。あなたは享楽者の宝物庫により追放された土地でないカードを唱えてもよい。あなたは毎ターン、この方法では１つしか呪文を唱えられない。
　KolaghanSkirmisher,コラガンの散兵（こらがんのさんぺい）,　2,2,　コモン,　クリーチャー,　１黒,疾駆(２)(黒)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　MarangRiverSkeleton,マラング川の骸骨（まらんぐがわのがいこつ）,　1,1,　アンコモン,　クリーチャー,　１黒,(黒)：マラング川の骸骨を再生する。大変異(３)(黒)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　MarshHulk,湿地の大男（しっちのおおおとこ）,　4,6,　コモン,　クリーチャー,　４黒黒,大変異(６)(黒)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　MindRot,精神腐敗（せいしんふはい）,　4,6,　コモン,　ソーサリー,　２黒,プレイヤー１人を対象とする。そのプレイヤーはカードを２枚捨てる。
　MinisterofPain,苦痛の公使（くつうのこうし）,　2,3,　アンコモン,　クリーチャー,　２黒,濫用（このクリーチャーが戦場に出たとき、あなたはクリーチャーを１体生け贄に捧げてもよい。）苦痛の公使がクリーチャーを１体濫用したとき、ターン終了時まで、あなたの対戦相手がコントロールするクリーチャーは-1/-1の修整を受ける。
　PitilessHorde,冷酷な軍族（れいこくなぐんぞく）,　5,3,　レア,　クリーチャー,　２黒,あなたのアップキープの開始時に、あなたは２点のライフを失う。疾駆(２)(黒)(黒)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
