英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　DemonicPact,悪魔の契約（あくまのけいやく）,　3,1,　神話レア,　エンチャント,　２黒黒,あなたのアップキープの開始時に、以下からまだ選ばれていないもの１つを選ぶ。・クリーチャー１体かプレイヤー１人を対象とする。悪魔の契約はそれに４点のダメージを与え、あなたは４点のライフを得る。・対戦相手１人を対象とする。そのプレイヤーはカードを２枚捨てる。・カードを２枚引く。・あなたはこのゲームに敗北する。
　DespoilerofSouls,魂の略奪者（たましいのりゃくだつしゃ）,　3,1,　レア,　クリーチャー,　黒黒,魂の略奪者ではブロックできない。(黒)(黒) あなたの墓地にある他のクリーチャー・カードを２枚追放する：あなたの墓地から魂の略奪者を戦場に戻す。
　Erebos'sTitan,エレボスのタイタン（えれぼすのたいたん）,　5,5,　神話レア,　クリーチャー,　１黒黒黒,対戦相手がクリーチャーをコントロールしていないかぎり、エレボスのタイタンは破壊不能を持つ。（ダメージや「破壊する」と書かれた効果では、それは破壊されない。）対戦相手の墓地からクリーチャー・カードが１枚離れるたび、あなたはカードを１枚捨ててもよい。そうしたなら、あなたの墓地にあるエレボスのタイタンをあなたの手札に戻す。
　EyeblightAssassin,眼腐りの暗殺者（めぐさりのあんさつしゃ）,　2,2,　コモン,　クリーチャー,　２黒,眼腐りの暗殺者が戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは-1/-1の修整を受ける。
　EyeblightMassacre,眼腐りの虐殺（めぐさりのぎゃくさつ）,　2,2,　アンコモン,　ソーサリー,　２黒黒,ターン終了時まで、エルフ(Elf)でないクリーチャーは-2/-2の修整を受ける。
　FetidImp,異臭のインプ（いしゅうのいんぷ）,　1,2,　コモン,　クリーチャー,　１黒,飛行（このクリーチャーは飛行や到達を持たないクリーチャーによってはブロックされない。）(黒)：ターン終了時まで、異臭のインプは接死を得る。（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　FleshbagMarauder,肉袋の匪賊（にくぶくろのひぞく）,　3,1,　アンコモン,　クリーチャー,　２黒,肉袋の匪賊が戦場に出たとき、各プレイヤーはそれぞれクリーチャーを１体生け贄に捧げる。
　Gilt-LeafWinnower,光り葉の選別者（ひかりばのせんべつしゃ）,　4,3,　レア,　クリーチャー,　３黒黒,威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）光り葉の選別者が戦場に出たとき、パワーとタフネスが異なる、エルフ(Elf)でないクリーチャー１体を対象とする。あなたはそれを破壊してもよい。
　GnarlrootTrapper,節くれ根の罠師（ふしくれねのわなし）,　1,1,　アンコモン,　クリーチャー,　黒,(Ｔ) ライフを１点支払う：あなたのマナ・プールに(緑)を加える。このマナは、エルフ(Elf)・クリーチャー呪文を唱えるためにのみ使用できる。(Ｔ)：あなたがコントロールする攻撃しているエルフ１体を対象とする。ターン終了時まで、それは接死を得る。（それが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　GravebladeMarauder,墓刃の匪賊（ぼじんのひぞく）,　1,4,　レア,　クリーチャー,　２黒,接死（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）墓刃の匪賊がプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーはあなたの墓地にあるクリーチャー・カードの枚数に等しい点数のライフを失う。
　InfernalScarring,冥府の傷跡（めいふのきずあと）,　1,4,　コモン,　エンチャント,　１黒,エンチャント（クリーチャー）エンチャントされているクリーチャーは+2/+0の修整を受けるとともに「このクリーチャーが死亡したとき、カードを１枚引く。」を持つ。
　InfiniteObliteration,無限の抹消（むげんのまっしょう）,　1,4,　レア,　ソーサリー,　１黒黒,対戦相手１人を対象とする。クリーチャー・カード名を１つ指定する。そのプレイヤーの墓地と手札とライブラリーから、その名前を持つカードを望む枚数探し、それらを追放する。その後、そのプレイヤーは自分のライブラリーを切り直す。
　Kothophed SoulHoarder,魂の貯蔵者、コソフェッド（たましいのちょぞうしゃこそふぇっど）,　6,6,　レア,　伝説のクリーチャー,　４黒黒,飛行他のプレイヤーがオーナーであるパーマネントが１つ戦場から墓地に置かれるたび、あなたはカードを１枚引き、１点のライフを失う。
　Languish,衰滅（すいめつ）,　6,6,　レア,　ソーサリー,　２黒黒,ターン終了時まで、すべてのクリーチャーは-4/-4の修整を受ける。
　Liliana DefiantNecromancer,反抗する屍術師、リリアナ（はんこうするしじゅつしりりあな）,　2,3,　神話レア,　〔黒〕プレインズウォーカー,　１黒黒,絆魂あなたがコントロールする他のトークンでないクリーチャーが１体死亡するたび、異端の癒し手、リリアナを追放し、その後、これを変身させた状態でオーナーのコントロール下で戦場に戻す。そうしたなら、黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出す。[+2]：各プレイヤーはそれぞれカードを１枚捨てる。[-X]：あなたの墓地にある点数で見たマナ・コストがＸの伝説でないクリーチャー・カード１枚を対象とし、それを戦場に戻す。[-8]：あなたは「クリーチャーが１体死亡するたび、次の終了ステップの開始時に、それをあなたのコントロール下で戦場に戻す。」を持つ紋章を得る。　忠誠度：3
　MacabreWaltz,死の円舞曲（しのえんぶきょく）,　2,3,　コモン,　ソーサリー,　１黒,あなたの墓地にあるクリーチャー・カードを最大２枚まで対象とし、それらをあなたの手札に戻す。その後カードを１枚捨てる。
