英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　DronepackKindred,ドローン群れの身内（どろーんむれのみうち）,　5,7,　コモン,　クリーチャー,　４赤,トランプル(赤)：ターン終了時まで、ヴィルディン群れの除けものは+1/-1の修整を受ける。(５)(赤)(赤)：ヴィルディン群れの除けものを変身させる。トランプル(１)：ターン終了時まで、ドローン群れの身内は+1/+0の修整を受ける。
　WeaverofLightning,稲妻織り（いなずまおり）,　1,4,　アンコモン,　クリーチャー,　２赤,到達あなたがインスタント呪文かソーサリー呪文を１つ唱えるたび、対戦相手がコントロールするクリーチャー１体を対象とする。稲妻織りはそれに１点のダメージを与える。
　BackwoodsSurvivalists,辺境林の生存者（へんきょうりんのせいぞんしゃ）,　4,3,　コモン,　クリーチャー,　３緑,昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、辺境林の生存者は+1/+1の修整を受けるとともにトランプルを持つ。
　Bloodbriar,血茨（ちいばら）,　2,3,　コモン,　クリーチャー,　２緑,あなたが他のパーマネントを１つ生け贄に捧げるたび、血茨の上に+1/+1カウンターを１個置く。
　ClearShot,直接射撃（ちょくせつしゃげき）,　2,3,　アンコモン,　インスタント,　２緑,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。ターン終了時まで、その前者は+1/+1の修整を受ける。その前者はその後者に、自身のパワーに等しい点数のダメージを与える。
　CropSigil,収穫の印章（しゅうかくのいんしょう）,　2,3,　アンコモン,　エンチャント,　緑,あなたのアップキープの開始時に、あなたは、あなたのライブラリーの一番上のカードをあなたの墓地に置いてもよい。昂揚―(２)(緑) 収穫の印章を生け贄に捧げる：あなたの墓地から、クリーチャー・カード最大１枚と土地カード最大１枚を対象とし、それらをあなたの手札に戻す。この能力は、あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるときにのみ起動できる。
　CrossroadsConsecrator,岐路の聖別者（きろのせいべつしゃ）,　1,2,　コモン,　クリーチャー,　緑,(緑) (Ｔ)：攻撃している人間(Human)１体を対象とする。ターン終了時まで、それは+1/+1の修整を受ける。
　EldritchEvolution,異界の進化（いかいのしんか）,　1,2,　レア,　ソーサリー,　１緑緑,異界の進化を唱えるための追加コストとして、クリーチャー１体を生け贄に捧げる。あなたのライブラリーから点数で見たマナ・コストがＸ以下のクリーチャー・カード１枚を探す。Ｘは、その生け贄に捧げたクリーチャーの点数で見たマナ・コストに２を足した数に等しい。そのカードを戦場に出し、その後あなたのライブラリーを切り直す。異界の進化を追放する。
　Emrakul'sEvangel,エムラクールの福音者（えむらくーるのふくいんしゃ）,　3,2,　レア,　クリーチャー,　２緑,(Ｔ) エムラクールの福音者と、望む数の他のエルドラージ(Eldrazi)でないクリーチャーを生け贄に捧げる：これにより生け贄に捧げられたクリーチャー１体につき、無色の3/2のエルドラージ・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　Emrakul'sInfluence,エムラクールの影響（えむらくーるのえいきょう）,　3,2,　アンコモン,　エンチャント,　２緑緑,あなたが点数で見たマナ・コストが７以上のエルドラージ(Eldrazi)・クリーチャー呪文を１つ唱えるたび、カードを２枚引く。
　FoulEmissary,邪悪の使者（じゃあくのししゃ）,　1,1,　アンコモン,　クリーチャー,　２緑,邪悪の使者が戦場に出たとき、あなたのライブラリーの一番上からカードを４枚見る。あなたはそれらの中からクリーチャー・カード１枚を公開してあなたの手札に加えてもよい。残りをあなたのライブラリーの一番下に望む順番で置く。あなたが現出を持つ呪文を唱える間に邪悪の使者を生け贄に捧げたとき、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　GnarlwoodDryad,節くれ木のドライアド（ふしくれぎのどらいあど）,　1,1,　アンコモン,　クリーチャー,　緑,接死昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、節くれ木のドライアドは+2/+2の修整を受ける。
　GrapplewiththePast,過去との取り組み（かことのとりくみ）,　1,1,　コモン,　インスタント,　１緑,あなたのライブラリーの一番上からカードを３枚あなたの墓地に置く。その後、あなたはあなたの墓地からクリーチャー・カード１枚か土地カード１枚をあなたの手札に戻してもよい。
　HamletCaptain,小村の隊長（しょうそんのたいちょう）,　2,2,　アンコモン,　クリーチャー,　１緑,小村の隊長が攻撃するかブロックするたび、ターン終了時まで、あなたがコントロールする他の人間(Human)は+1/+1の修整を受ける。
　Ishkanah Grafwidow,墓後家蜘蛛、イシュカナ（はかごけぐもいしゅかな）,　3,5,　神話レア,　伝説のクリーチャー,　４緑,到達昂揚―墓後家蜘蛛、イシュカナが戦場に出たとき、あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれる場合、到達を持つ緑の1/2の蜘蛛(Spider)クリーチャー・トークンを３体戦場に出す。(６)(黒)：対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールする蜘蛛１体につき１点のライフを失う。
　SinuousPredator,しなやかな捕食者（しなやかなほしょくしゃ）,　4,4,　アンコモン,　クリーチャー,　緑,(４)(緑)：ケッシグをうろつくものを変身させる。しなやかな捕食者は、２体以上のクリーチャーによってはブロックされない。
　NooseConstrictor,首絞め（くびしめ）,　2,2,　アンコモン,　クリーチャー,　１緑,到達カード１枚を捨てる：ターン終了時まで、首絞めは+1/+1の修整を受ける。
　PermeatingMass,蔓延するもの（まんえんするもの）,　1,3,　レア,　クリーチャー,　緑,蔓延するものがクリーチャー１体に戦闘ダメージを与えるたび、そのクリーチャーは蔓延するもののコピーになる。
　PreyUpon,捕食（ほしょく）,　1,3,　コモン,　ソーサリー,　緑,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。その前者はその後者と格闘を行う。
　PrimalDruid,原初のドルイド（げんしょのどるいど）,　0,3,　コモン,　クリーチャー,　１緑,原初のドルイドが死亡したとき、あなたはあなたのライブラリーから基本土地カード１枚を探してもよい。そうしたなら、それをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。
　HowlingChorus,多重吠え（たじゅうぼえ）,　3,5,　アンコモン,　クリーチャー,　２緑,けたたましく吠えるものよりパワーの小さいクリーチャーでは、これをブロックできない。(５)(緑)：けたたましく吠えるものを変身させる。多重吠えよりパワーの小さいクリーチャーでは、これをブロックできない。多重吠えがプレイヤー１人に戦闘ダメージを与えるたび、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　SomberwaldStag,ソンバーワルドの雄鹿（そんばーわるどのおじか）,　4,3,　アンコモン,　クリーチャー,　３緑緑,ソンバーワルドの雄鹿が戦場に出たとき、あなたがコントロールしていないクリーチャー１体を対象とする。あなたは「このクリーチャーはそれと格闘を行う。」を選んでもよい。
　SpiritoftheHunt,狩りの精霊（かりのせいれい）,　3,3,　レア,　クリーチャー,　１緑緑,瞬速狩りの精霊が戦場に出たとき、ターン終了時まで、あなたがコントロールする他の狼(Wolf)か狼男(Werewolf)である各クリーチャーはそれぞれ+0/+3の修整を受ける。
　SplendidReclamation,見事な再生（みごとなさいせい）,　3,3,　レア,　ソーサリー,　３緑,あなたの墓地からすべての土地カードをタップ状態で戦場に戻す。
　SpringsageRitual,春の賢者の儀式（はるのけんじゃのぎしき）,　3,3,　コモン,　インスタント,　３緑,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。あなたは４点のライフを得る。
　SwiftSpinner,敏捷な巣紡ぎ（びんしょうなすつむぎ）,　2,3,　コモン,　クリーチャー,　３緑,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）
　FibrousEntangler,繊維質の絡み屋（せんいしつのからみや）,　4,6,　アンコモン,　クリーチャー,　２緑緑,各戦闘で、絡み爪の人狼は追加で１体のクリーチャーをブロックできる。(６)(緑)：絡み爪の人狼を変身させる。警戒繊維質の絡み屋は、可能ならブロックされなければならない。各戦闘で、繊維質の絡み屋は追加で１体のクリーチャーをブロックできる。
　UlvenwaldAbomination,ウルヴェンワルドの忌まわしきもの（うるう゛ぇんわるどのいまわしきもの）,　4,6,　コモン,　クリーチャー,　１緑,防衛(Ｔ)：あなたのマナ・プールに(緑)を加える。(５)(緑)(緑)：ウルヴェンワルドに囚われしものを変身させる。(Ｔ)：あなたのマナ・プールに(◇)(◇)を加える。
　UlvenwaldObserver,ウルヴェンワルドの観察者（うるう゛ぇんわるどのかんさつしゃ）,　6,6,　レア,　クリーチャー,　４緑緑,あなたがコントロールするタフネスが４以上のクリーチャーが１体死亡するたび、カードを１枚引く。
　WaxingMoon,満ちゆく月（みちゆくつき）,　6,6,　コモン,　インスタント,　１緑,あなたがコントロールする狼男(Werewolf)最大１体を対象とし、それを変身させる。ターン終了時まで、あなたがコントロールするクリーチャーはトランプルを得る。
　WolfkinBond,狼族の絆（おおかみぞくのきずな）,　6,6,　コモン,　エンチャント,　４緑,エンチャント（クリーチャー）狼族の絆が戦場に出たとき、緑の2/2の狼(Wolf)クリーチャー・トークンを１体戦場に出す。エンチャントされているクリーチャーは+2/+2の修整を受ける。
　Woodcutter'sGrit,木こりの気概（きこりのきがい）,　6,6,　コモン,　インスタント,　２緑,あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは+3/+3の修整を受けるとともに呪禁を得る。（それはあなたの対戦相手がコントロールする呪文や能力の対象にならない。）
　WoodlandPatrol,森林の巡回者（しんりんのじゅんかいしゃ）,　3,2,　コモン,　クリーチャー,　２緑,警戒
　BloodhallPriest,血の間の僧侶（ちのまのそうりょ）,　4,4,　レア,　クリーチャー,　２黒赤,血の間の僧侶が戦場に出るか攻撃するたび、あなたの手札にカードが無い場合、クリーチャー１体かプレイヤー１人を対象とする。血の間の僧侶はそれに２点のダメージを与える。マッドネス(１)(黒)(赤)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　CampaignofVengeance,復讐作戦（ふくしゅうさくせん）,　4,4,　アンコモン,　エンチャント,　３白黒,あなたがコントロールするクリーチャーが１体攻撃するたび、防御プレイヤーは１点のライフを失い、あなたは１点のライフを得る。
　GisaandGeralf,ギサとゲラルフ（ぎさとげらるふ）,　4,4,　神話レア,　伝説のクリーチャー,　２青黒,ギサとゲラルフが戦場に出たとき、あなたのライブラリーの一番上からカードを４枚あなたの墓地に置く。あなたの各ターンの間、あなたはあなたの墓地からゾンビ(Zombie)・クリーチャー・カードを１枚唱えてもよい。
　GrimFlayer,残忍な剥ぎ取り（ざんにんなはぎとり）,　2,2,　神話レア,　クリーチャー,　黒緑,トランプル残忍な剥ぎ取りがプレイヤー１人に戦闘ダメージを与えるたび、あなたのライブラリーの一番上からカードを３枚見る。そのうちの望む枚数をあなたの墓地に置き、残りをあなたのライブラリーの一番上に望む順番で置く。昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、残忍な剥ぎ取りは+2/+2の修整を受ける。
　Heron'sGraceChampion,優雅な鷺の勇者（ゆうがなさぎのゆうしゃ）,　3,3,　レア,　クリーチャー,　２緑白,瞬速絆魂優雅な鷺の勇者が戦場に出たとき、ターン終了時まで、あなたがコントロールする他の人間(Human)は+1/+1の修整を受けるとともに絆魂を得る。
　MercurialGeists,気紛れな霊（きまぐれなれい）,　1,3,　アンコモン,　クリーチャー,　２青赤,飛行あなたがインスタント呪文かソーサリー呪文を１つ唱えるたび、ターン終了時まで、気紛れな霊は+3/+0の修整を受ける。
　Mournwillow,嘆き細工（なげきざいく）,　3,2,　アンコモン,　クリーチャー,　１黒緑,速攻昂揚―嘆き細工が戦場に出たとき、あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれる場合、このターン、パワーが２以下のクリーチャーではブロックできない。
　RideDown,騎乗追撃（きじょうついげき）,　3,2,　アンコモン,　インスタント,　赤白,ブロック・クリーチャー１体を対象とし、それを破壊する。ターン終了時まで、この戦闘でそのクリーチャーにブロックされていたクリーチャーはトランプルを得る。
　SpellQueller,呪文捕らえ（じゅもんとらえ）,　2,3,　レア,　クリーチャー,　１白青,瞬速飛行呪文捕らえが戦場に出たとき、点数で見たマナ・コストが４以下の呪文１つを対象とし、それを追放する。呪文捕らえが戦場を離れたとき、その追放されたカードのオーナーはそのカードをそれのマナ・コストを支払うことなく唱えてもよい。
　Tamiyo FieldResearcher,実地研究者、タミヨウ（じっちけんきゅうしゃたみよう）,　2,3,　神話レア,　プレインズウォーカー,　１緑白青,[+1]：クリーチャー最大２体を対象とする。あなたの次のターンまで、対象としたクリーチャーが１体戦闘ダメージを与えるたび、あなたはカードを１枚引く。[-2]：土地でないパーマネント最大２つを対象とし、それらをタップする。それらは、それらのコントローラーの次のアンタップ・ステップにアンタップしない。[-7]：カードを３枚引く。あなたは「あなたは、あなたの手札から土地でないカードを、それらのマナ・コストを支払うことなく唱えてもよい。」を持つ紋章を得る。　忠誠度：4
　Ulrich UncontestedAlpha,揺るぎない頭目、ウルリッチ（ゆるぎないとうもくうるりっち）,　6,6,　神話レア,　〔赤/緑〕伝説のクリーチャー,　３赤緑,このクリーチャーが戦場に出るか爪の群れのウルリッチに変身するたび、クリーチャー１体を対象とする。ターン終了時まで、それは+4/+4の修整を受ける。各アップキープの開始時に、直前のターンに呪文が唱えられていなかった場合、爪の群れのウルリッチを変身させる。このクリーチャーが揺るぎない頭目、ウルリッチに変身するたび、あなたがコントロールしておらず狼男(Werewolf)でないクリーチャー１体を対象とする。あなたは「このクリーチャーはそれと格闘を行う。」を選んでもよい。各アップキープの開始時に、直前のターンにプレイヤー１人が２つ以上の呪文を唱えていた場合、揺るぎない頭目、ウルリッチを変身させる。
　Cathar'sShield,聖戦士の盾（せいせんしのたて）,　6,6,　コモン,　アーティファクト,　０,装備しているクリーチャーは+0/+3の修整を受けるとともに警戒を持つ。装備(３)（(３)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　AuroraofEmrakul,エムラクールのオーロラ（えむらくーるのおーろら）,　1,4,　アンコモン,　クリーチャー,　３,謎の石の断片はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ１点を加える。各プレイヤーはそれぞれ１点のライフを失う。あなたのアップキープの開始時に、各プレイヤーのライフがそれぞれ１０点以下であった場合、謎の石の断片を変身させる。飛行、接死エムラクールのオーロラが攻撃するたび、各対戦相手はそれぞれ３点のライフを失う。
　Cultist'sStaff,信者の杖（しんじゃのつえ）,　1,4,　コモン,　アーティファクト,　２,装備しているクリーチャーは+2/+2の修整を受ける。装備(３)（(３)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　FieldCreeper,耕地這い（こうちばい）,　2,1,　コモン,　アーティファクト・クリーチャー,　２,
　Geist-FueledScarecrow,霊動カカシ（れいどうかかし）,　4,4,　アンコモン,　アーティファクト・クリーチャー,　４,あなたがクリーチャー呪文を唱えるためのコストは(１)増える。
　LupinePrototype,狼の試作機（おおかみのしさくき）,　5,5,　レア,　アーティファクト・クリーチャー,　２,すべてのプレイヤーの手札にカードがあるかぎり、狼の試作機では攻撃したりブロックしたりできない。
　Slayer'sCleaver,処刑者の大包丁（しょけいしゃのだいほうちょう）,　5,5,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは+3/+1の修整を受けるとともに、可能ならエルドラージ(Eldrazi)でブロックされなければならない。装備(４)
　SoulSeparator,魂分離機（たましいぶんりき）,　5,5,　レア,　アーティファクト,　３,(５) (Ｔ) 魂分離機を生け贄に捧げる：あなたの墓地からクリーチャー・カード１枚を対象とし、それを追放する。1/1であることと、それの他のタイプに加えてスピリット(Spirit)であることと、飛行を持つことを除き、そのカードのコピーであるトークンを１体戦場に出す。そのカードのパワーに等しいパワーとそのカードのタフネスに等しいタフネスを持つ黒のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出す。
　Stitcher'sGraft,縫い師の移植（ぬいしのいしょく）,　5,5,　レア,　アーティファクト,　１,装備しているクリーチャーは+3/+3の修整を受ける。装備しているクリーチャーが攻撃するたび、それはそれのコントローラーの次のアンタップ・ステップにアンタップしない。縫い師の移植がパーマネントからはずれた状態になるたび、そのパーマネントを生け贄に捧げる。装備(２)
　Terrarion,テラリオン（てらりおん）,　5,5,　コモン,　アーティファクト,　１,テラリオンはタップ状態で戦場に出る。(２) (Ｔ) テラリオンを生け贄に捧げる：あなたのマナ・プールに、好きな色の組み合わせのマナ２点を加える。テラリオンが戦場から墓地に置かれたとき、カードを１枚引く。
　ThirstingAxe,血に飢えた斧（ちにうえたおの）,　5,5,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは+4/+0の修整を受ける。あなたの終了ステップの開始時に、装備しているクリーチャーがこのターンにクリーチャーに戦闘ダメージを与えていなかった場合、装備しているクリーチャーを生け贄に捧げる。装備(２)
　GeierReachSanitarium,ガイアー岬の療養所（がいあーみさきのりょうようじょ）,　5,5,　レア,　伝説の土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(２) (Ｔ)：各プレイヤーはそれぞれ、カードを１枚引き、その後カード１枚を捨てる。
　HanweirBattlements,ハンウィアーの要塞（はんうぃあーのようさい）,　5,5,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(赤) (Ｔ)：クリーチャー１体を対象とする。ターン終了時まで、それは速攻を得る。(３)(赤)(赤) (Ｔ)：あなたがハンウィアーの要塞と《ハンウィアー守備隊/HanweirGarrison》という名前のクリーチャーを１体コントロールしているとともにそれらのオーナーでもあるなら、それらを追放し、その後それらを《のたうつ居住区、ハンウィアー/Hanweir theWrithingTownship》へと合体させる。
　NephaliaAcademy,ネファリアのアカデミー（ねふぃりあのあかでみー）,　5,5,　アンコモン,　土地,　３,対戦相手がコントロールする呪文か能力によってあなたがカードを捨てるなら、あなたは、そのカードを他のいずれかの領域に置く代わりに、そのカードを公開してあなたのライブラリーの一番上に置いてもよい。(Ｔ)：あなたのマナ・プールに(◇)を加える。
